series,episode,baker,technical,result,uk_airdate,us_season,us_airdate,showstopper_chocolate,showstopper_dessert,showstopper_fruit,showstopper_nut,signature_chocolate,signature_dessert,signature_fruit,signature_nut
6,5,Alvin,8th,IN,2 September 2015,3,2016-07-22,no chocolate,other,fruit,no nut,no chocolate,cake,fruit,no nut
6,5,Flora,3rd,IN,2 September 2015,3,2016-07-22,chocolate,other,fruit,no nut,no chocolate,cake,fruit,pistachio
6,5,Ian,5th,IN,2 September 2015,3,2016-07-22,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
6,5,Mat,4th,IN,2 September 2015,3,2016-07-22,no chocolate,other,fruit,no nut,no chocolate,cake,no fruit,no nut
6,5,Paul,2nd,IN,2 September 2015,3,2016-07-22,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,pecan
6,5,Tamal,7th,IN,2 September 2015,3,2016-07-22,no chocolate,other,fruit,no nut,no chocolate,cake,fruit,no nut
6,5,Ugnė,6th,OUT,2 September 2015,3,2016-07-22,chocolate,other,fruit,peanut,chocolate,cake,fruit,filbert
6,5,Nadiya,1st,SB,2 September 2015,3,2016-07-22,chocolate,other,fruit,no nut,no chocolate,cake,fruit,no nut
6,6,Flora,2nd,IN,9 September 2015,3,2016-07-22,chocolate,other,no fruit,no nut,no chocolate,pie,fruit,no nut
6,6,Ian,3rd,IN,9 September 2015,3,2016-07-22,no chocolate,other,no fruit,no nut,no chocolate,pie,fruit,no nut
6,6,Nadiya,4th,IN,9 September 2015,3,2016-07-22,no chocolate,other,fruit,no nut,no chocolate,pie,fruit,no nut
6,6,Paul,5th,IN,9 September 2015,3,2016-07-22,no chocolate,other,no fruit,no nut,no chocolate,pie,no fruit,no nut
6,6,Tamal,7th,IN,9 September 2015,3,2016-07-22,no chocolate,other,no fruit,no nut,no chocolate,pie,fruit,no nut
6,6,Alvin,6th,OUT,9 September 2015,3,2016-07-22,no chocolate,other,no fruit,no nut,no chocolate,pie,fruit,no nut
6,6,Mat,1st,SB,9 September 2015,3,2016-07-22,no chocolate,other,no fruit,no nut,no chocolate,pie,no fruit,no nut
6,7,Flora,4th,IN,16 September 2015,3,2016-07-29,no chocolate,other,fruit,no nut,no chocolate,pie,fruit,no nut
6,7,Ian,5th,IN,16 September 2015,3,2016-07-29,no chocolate,other,no fruit,no nut,no chocolate,pie,no fruit,no nut
6,7,Nadiya,1st,IN,16 September 2015,3,2016-07-29,no chocolate,other,fruit,no nut,no chocolate,pie,no fruit,no nut
6,7,Paul,2nd,IN,16 September 2015,3,2016-07-29,no chocolate,other,no fruit,no nut,no chocolate,pie,no fruit,no nut
6,7,Mat,6th,OUT,16 September 2015,3,2016-07-29,no chocolate,other,fruit,no nut,no chocolate,pie,no fruit,no nut
6,7,Tamal,3rd,SB,16 September 2015,3,2016-07-29,no chocolate,other,fruit,no nut,no chocolate,pie,no fruit,no nut
6,8,Flora,3rd,IN,23 September 2015,3,2016-07-29,chocolate,other,fruit,no nut,no chocolate,other,fruit,almond
6,8,Ian,2nd,IN,23 September 2015,3,2016-07-29,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
6,8,Tamal,4th,IN,23 September 2015,3,2016-07-29,no chocolate,other,fruit,pistachio,no chocolate,other,fruit,no nut
6,8,Paul,5th,OUT,23 September 2015,3,2016-07-29,no chocolate,other,no fruit,no nut,no chocolate,other,fruit,no nut
6,8,Nadiya,1st,SB,23 September 2015,3,2016-07-29,no chocolate,other,no fruit,no nut,no chocolate,other,fruit,multiple
6,9,Ian,3rd,IN,30 September 2015,3,2016-08-05,chocolate,other,no fruit,no nut,chocolate,pie,no fruit,no nut
6,9,Tamal,2nd,IN,30 September 2015,3,2016-08-05,chocolate,other,no fruit,no nut,chocolate,pie,no fruit,no nut
6,9,Flora,1st,OUT,30 September 2015,3,2016-08-05,no chocolate,other,no fruit,no nut,chocolate,pie,no fruit,no nut
6,9,Nadiya,4th,SB,30 September 2015,3,2016-08-05,no chocolate,other,no fruit,no nut,chocolate,pie,fruit,peanut
6,10,Ian,2nd,RUNNER UP,7 October 2015,3,2016-08-12,no chocolate,cake,no fruit,no nut,no chocolate,other,fruit,no nut
6,10,Tamal,3rd,RUNNER UP,7 October 2015,3,2016-08-12,no chocolate,cake,no fruit,no nut,no chocolate,other,fruit,no nut
6,10,Nadiya,1st,WINNER,7 October 2015,3,2016-08-12,no chocolate,cake,no fruit,no nut,no chocolate,other,fruit,almond
7,1,Andrew,12th,IN,24 August 2016,4,2017-06-16,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
7,1,Benjamina,6th,IN,24 August 2016,4,2017-06-16,chocolate,other,no fruit,no nut,no chocolate,cake,fruit,pistachio
7,1,Candice,5th,IN,24 August 2016,4,2017-06-16,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
7,1,Kate,4th,IN,24 August 2016,4,2017-06-16,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
7,1,Louise,9th,IN,24 August 2016,4,2017-06-16,chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
7,1,Michael,3rd,IN,24 August 2016,4,2017-06-16,chocolate,other,no fruit,no nut,no chocolate,cake,fruit,no nut
7,1,Rav,8th,IN,24 August 2016,4,2017-06-16,no chocolate,cake,no fruit,no nut,no chocolate,cake,no fruit,no nut
7,1,Selasi,1st,IN,24 August 2016,4,2017-06-16,chocolate,cake,fruit,no nut,no chocolate,cake,no fruit,no nut
7,1,Tom,2nd,IN,24 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
7,1,Val,10th,IN,24 August 2016,4,2017-06-16,chocolate,other,no fruit,no nut,no chocolate,other,fruit,no nut
7,1,Lee,11th,OUT,24 August 2016,4,2017-06-16,no chocolate,cake,fruit,no nut,no chocolate,cake,fruit,no nut
7,1,Jane,7th,SB,24 August 2016,4,2017-06-16,chocolate,cake,fruit,no nut,no chocolate,cake,fruit,no nut
7,2,Andrew,4th,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Benjamina,3rd,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Jane,2nd,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Kate,1st,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Michael,9th,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,chocolate,other,fruit,no nut
7,2,Rav,6th,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Selasi,11th,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Tom,7th,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Val,5th,IN,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Louise,10th,OUT,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,2,Candice,8th,SB,31 August 2016,4,2017-06-16,no chocolate,other,no fruit,no nut,chocolate,other,no fruit,no nut
7,3,Andrew,2nd,IN,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,chocolate,other,no fruit,no nut
7,3,Benjamina,6th,IN,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,chocolate,other,no fruit,almond
7,3,Candice,3rd,IN,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,chocolate,other,no fruit,pecan
7,3,Jane,9th,IN,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,chocolate,other,fruit,no nut
7,3,Kate,8th,IN,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,3,Rav,10th,IN,7 September 2016,4,2017-06-23,no chocolate,pie,no fruit,no nut,chocolate,other,fruit,filbert
7,3,Selasi,5th,IN,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,chocolate,other,fruit,no nut
7,3,Val,1st,IN,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,chocolate,other,no fruit,no nut
7,3,Michael,7th,OUT,7 September 2016,4,2017-06-23,no chocolate,other,fruit,no nut,chocolate,other,no fruit,no nut
7,3,Tom,4th,SB,7 September 2016,4,2017-06-23,no chocolate,other,no fruit,no nut,chocolate,other,fruit,no nut
7,4,Andrew,4th,IN,14 September 2016,4,2017-06-30,no chocolate,other,no fruit,no nut,no chocolate,pudding,no fruit,no nut
7,4,Candice,2nd,IN,14 September 2016,4,2017-06-30,no chocolate,other,fruit,peanut,no chocolate,other,no fruit,no nut
7,4,Jane,3rd,IN,14 September 2016,4,2017-06-30,chocolate,other,no fruit,pistachio,no chocolate,other,no fruit,no nut
7,4,Rav,9th,IN,14 September 2016,4,2017-06-30,no chocolate,other,no fruit,pistachio,no chocolate,other,no fruit,no nut
7,4,Selasi,8th,IN,14 September 2016,4,2017-06-30,no chocolate,other,fruit,no nut,no chocolate,other,no fruit,no nut
7,4,Tom,5th,IN,14 September 2016,4,2017-06-30,no chocolate,other,no fruit,no nut,no chocolate,pudding,no fruit,no nut
7,4,Val,6th,IN,14 September 2016,4,2017-06-30,chocolate,other,fruit,no nut,no chocolate,pudding,no fruit,no nut
7,4,Kate,7th,OUT,14 September 2016,4,2017-06-30,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,4,Benjamina,1st,SB,14 September 2016,4,2017-06-30,no chocolate,other,no fruit,no nut,no chocolate,pudding,no fruit,no nut
7,5,Andrew,6th,IN,21 September 2016,4,2017-07-07,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,5,Benjamina,5th,IN,21 September 2016,4,2017-07-07,no chocolate,other,fruit,no nut,no chocolate,other,fruit,peanut
7,5,Jane,1st,IN,21 September 2016,4,2017-07-07,chocolate,other,fruit,walnut,chocolate,other,fruit,almond
7,5,Rav,8th,IN,21 September 2016,4,2017-07-07,chocolate,pie,fruit,filbert,no chocolate,other,fruit,multiple
7,5,Selasi,3rd,IN,21 September 2016,4,2017-07-07,no chocolate,other,no fruit,no nut,no chocolate,other,fruit,no nut
7,5,Tom,4th,IN,21 September 2016,4,2017-07-07,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,5,Val,7th,OUT,21 September 2016,4,2017-07-07,no chocolate,pie,fruit,no nut,no chocolate,other,fruit,pecan
7,5,Candice,2nd,SB,21 September 2016,4,2017-07-07,no chocolate,pudding,fruit,no nut,no chocolate,other,fruit,no nut
7,6,Andrew,6th,IN,28 September 2016,4,2017-07-14,no chocolate,other,no fruit,no nut,no chocolate,pie,fruit,no nut
7,6,Benjamina,2nd,IN,28 September 2016,4,2017-07-14,no chocolate,cake,no fruit,no nut,no chocolate,pie,fruit,no nut
7,6,Candice,5th,IN,28 September 2016,4,2017-07-14,no chocolate,cake,no fruit,no nut,no chocolate,pie,fruit,no nut
7,6,Jane,4th,IN,28 September 2016,4,2017-07-14,chocolate,cake,fruit,no nut,no chocolate,pie,fruit,no nut
7,6,Selasi,7th,IN,28 September 2016,4,2017-07-14,no chocolate,cake,no fruit,no nut,no chocolate,pie,fruit,no nut
7,6,Rav,3rd,OUT,28 September 2016,4,2017-07-14,no chocolate,cake,no fruit,no nut,no chocolate,pie,no fruit,no nut
7,6,Tom,1st,SB,28 September 2016,4,2017-07-14,no chocolate,cake,no fruit,no nut,no chocolate,pie,fruit,no nut
7,7,Benjamina,3rd,IN,5 October 2016,4,2017-07-21,chocolate,cake,fruit,no nut,no chocolate,other,no fruit,no nut
7,7,Candice,2nd,IN,5 October 2016,4,2017-07-21,no chocolate,other,fruit,no nut,no chocolate,other,no fruit,no nut
7,7,Jane,4th,IN,5 October 2016,4,2017-07-21,chocolate,cake,fruit,no nut,chocolate,other,fruit,filbert
7,7,Selasi,6th,IN,5 October 2016,4,2017-07-21,chocolate,cake,fruit,no nut,no chocolate,other,no fruit,no nut
7,7,Tom,5th,OUT,5 October 2016,4,2017-07-21,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,7,Andrew,1st,SB,5 October 2016,4,2017-07-21,no chocolate,cake,no fruit,no nut,no chocolate,other,no fruit,no nut
7,8,Andrew,2nd,IN,12 October 2016,4,2017-07-28,no chocolate,other,no fruit,no nut,no chocolate,pie,no fruit,no nut
7,8,Jane,5th,IN,12 October 2016,4,2017-07-28,no chocolate,other,no fruit,no nut,no chocolate,pie,no fruit,no nut
7,8,Selasi,3rd,IN,12 October 2016,4,2017-07-28,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,8,Benjamina,4th,OUT,12 October 2016,4,2017-07-28,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,8,Candice,1st,SB,12 October 2016,4,2017-07-28,no chocolate,other,no fruit,no nut,no chocolate,pie,no fruit,no nut
7,9,Candice,3rd,IN,19 October 2016,4,2017-08-04,chocolate,other,fruit,no nut,no chocolate,other,fruit,walnut
7,9,Jane,1st,IN,19 October 2016,4,2017-08-04,no chocolate,other,fruit,pistachio,no chocolate,other,fruit,no nut
7,9,Selasi,4th,OUT,19 October 2016,4,2017-08-04,no chocolate,other,fruit,no nut,no chocolate,other,fruit,no nut
7,9,Andrew,2nd,SB,19 October 2016,4,2017-08-04,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,10,Andrew,1st,RUNNER UP,26 October 2016,4,2017-08-04,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,10,Jane,3rd,RUNNER UP,26 October 2016,4,2017-08-04,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
7,10,Candice,2nd,WINNER,26 October 2016,4,2017-08-04,no chocolate,other,fruit,no nut,no chocolate,other,fruit,no nut
8,1,Chris,12th,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,1,Flo,9th,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,1,James,2nd,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
8,1,Julia,3rd,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
8,1,Kate,1st,IN,29 August 2017,NA,NA,chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
8,1,Liam,8th,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,fruit,almond
8,1,Sophie,5th,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
8,1,Stacey,11th,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,walnut
8,1,Tom,7th,IN,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
8,1,Yan,4th,IN,29 August 2017,NA,NA,no chocolate,cake,fruit,no nut,no chocolate,cake,fruit,no nut
8,1,Peter,10th,OUT,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,fruit,no nut
8,1,Steven,6th,SB,29 August 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,2,Flo,10th,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,2,James,3rd,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,pudding,no fruit,no nut
8,2,Julia,4th,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,2,Kate,8th,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,fruit,no nut
8,2,Liam,7th,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,pecan
8,2,Sophie,2nd,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,fruit,no nut
8,2,Stacey,9th,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,chocolate,cookie,no fruit,no nut
8,2,Tom,5th,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,2,Yan,1st,IN,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,2,Chris,11th,OUT,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,chocolate,other,no fruit,no nut
8,2,Steven,6th,SB,5 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,3,James,9th,IN,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,3,Kate,10th,IN,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,fruit,no nut
8,3,Liam,5th,IN,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,3,Sophie,6th,IN,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,3,Stacey,1st,IN,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,fruit,no nut
8,3,Steven,3rd,IN,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,3,Tom,4th,IN,12 September 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,cake,fruit,no nut
8,3,Yan,8th,IN,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,3,Flo,7th,OUT,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,fruit,no nut
8,3,Julia,2nd,SB,12 September 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,cake,no fruit,no nut
8,4,James,2nd,IN,19 September 2017,NA,NA,no chocolate,cake,fruit,no nut,no chocolate,other,no fruit,no nut
8,4,Julia,9th,IN,19 September 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,no fruit,pecan
8,4,Liam,3rd,IN,19 September 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,fruit,peanut
8,4,Sophie,4th,IN,19 September 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,no fruit,no nut
8,4,Stacey,1st,IN,19 September 2017,NA,NA,chocolate,cake,no fruit,no nut,no chocolate,other,no fruit,no nut
8,4,Steven,7th,IN,19 September 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,fruit,no nut
8,4,Yan,8th,IN,19 September 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,fruit,no nut
8,4,Tom,5th,OUT,19 September 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,no fruit,no nut
8,4,Kate,6th,SB,19 September 2017,NA,NA,no chocolate,cake,fruit,no nut,no chocolate,other,no fruit,no nut
8,5,Julia,3rd,IN,26 September 2017,NA,NA,no chocolate,pudding,no fruit,no nut,no chocolate,pudding,fruit,no nut
8,5,Kate,8th,IN,26 September 2017,NA,NA,no chocolate,pudding,fruit,no nut,no chocolate,pudding,no fruit,no nut
8,5,Liam,2nd,IN,26 September 2017,NA,NA,no chocolate,pudding,no fruit,no nut,no chocolate,other,fruit,no nut
8,5,Stacey,4th,IN,26 September 2017,NA,NA,no chocolate,pudding,no fruit,no nut,no chocolate,pie,no fruit,no nut
8,5,Steven,5th,IN,26 September 2017,NA,NA,no chocolate,pudding,no fruit,no nut,no chocolate,pudding,fruit,no nut
8,5,Yan,6th,IN,26 September 2017,NA,NA,no chocolate,pudding,no fruit,no nut,no chocolate,pudding,fruit,no nut
8,5,James,7th,OUT,26 September 2017,NA,NA,no chocolate,pudding,no fruit,no nut,no chocolate,pudding,fruit,no nut
8,5,Sophie,1st,SB,26 September 2017,NA,NA,chocolate,pudding,fruit,no nut,no chocolate,pudding,fruit,no nut
8,6,Kate,5th,IN,3 October 2017,NA,NA,no chocolate,pie,fruit,no nut,no chocolate,pie,no fruit,no nut
8,6,Sophie,2nd,IN,3 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,pie,no fruit,no nut
8,6,Stacey,6th,IN,3 October 2017,NA,NA,no chocolate,pie,fruit,no nut,no chocolate,pie,no fruit,no nut
8,6,Steven,3rd,IN,3 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,pie,no fruit,no nut
8,6,Yan,1st,IN,3 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,pie,no fruit,no nut
8,6,Julia,7th,OUT,3 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,pie,no fruit,no nut
8,6,Liam,4th,SB,3 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,pie,no fruit,no nut
8,7,Kate,6th,IN,10 October 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,7,Liam,2nd,IN,10 October 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,7,Sophie,3rd,IN,10 October 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,7,Stacey,4th,IN,10 October 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,7,Yan,5th,OUT,10 October 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,7,Steven,1st,SB,10 October 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,no fruit,no nut
8,8,Kate,2nd,IN,17 October 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,no fruit,no nut
8,8,Sophie,4th,IN,17 October 2017,NA,NA,no chocolate,cake,fruit,no nut,no chocolate,other,fruit,no nut
8,8,Steven,1st,IN,17 October 2017,NA,NA,no chocolate,cake,fruit,no nut,no chocolate,other,no fruit,no nut
8,8,Liam,5th,OUT,17 October 2017,NA,NA,no chocolate,cake,no fruit,no nut,no chocolate,other,no fruit,no nut
8,8,Stacey,3rd,SB,17 October 2017,NA,NA,no chocolate,cake,fruit,no nut,no chocolate,other,fruit,no nut
8,9,Kate,4th,IN,24 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,other,fruit,no nut
8,9,Steven,3rd,IN,24 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,cake,fruit,no nut
8,9,Stacey,2nd,OUT,24 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,other,no fruit,no nut
8,9,Sophie,1st,SB,24 October 2017,NA,NA,no chocolate,pie,no fruit,no nut,no chocolate,other,fruit,no nut
8,10,Kate,3rd,RUNNER UP,31 October 2017,NA,NA,chocolate,other,fruit,no nut,no chocolate,other,fruit,no nut
8,10,Steven,1st,RUNNER UP,31 October 2017,NA,NA,no chocolate,other,no fruit,no nut,chocolate,other,no fruit,no nut
8,10,Sophie,2nd,WINNER,31 October 2017,NA,NA,no chocolate,other,no fruit,no nut,no chocolate,other,fruit,no nut
